solar_generation,date,hour,variable_1,variable_2,variable_3,variable_4,variable_5
,20180401,2200,13.9,71,0.441,4.71,59.76291671
,20180401,2300,12.6,74,0.44,2.33,44.92210929
,20180402,0,11.7,77,0.44,5.33,87.72092117
,20180402,100,11.2,78,0.44,4.86,63.42032188
,20180402,200,9.6,83,0.441,5,100.9021619
,20180402,300,8.6,94,0.44,4.47,131.2791801
,20180402,400,9,100,0.439,5.04,2.109662219
,20180402,500,9.1,100,0.439,3.46,36.72051932
,20180402,600,9.1,100,0.44,4.98,143.2800131
,20180402,700,8.5,100,0.44,5.5,9.21772302
,20180402,800,8.4,100,0.439,5.12,120.3972925
,20180402,900,8.8,100,0.439,6.11,41.87649405
,20180402,1000,10.2,100,0.439,6.15,85.95879591
,20180402,1100,12.7,90,0.438,6.29,76.73798719
,20180402,1200,14.4,81,0.439,6.1,61.2229167
,20180402,1300,15.7,78,0.437,6.32,72.43288885
,20180402,1400,15.9,77,0.436,5.75,145.573322
,20180402,1500,16.4,77,0.436,6.06,129.7377251
,20180402,1600,16.6,77,0.435,5.25,82.02288058
,20180402,1700,17.2,74,0.435,4.95,95.42875341
,20180402,1800,16.7,76,0.435,5.14,67.75582281
,20180402,1900,15.6,81,0.434,4.77,51.57637899
,20180402,2000,13.8,89,0.434,4.43,53.37301608
,20180402,2100,12.2,95,0.435,4.93,27.34452464
,20180402,2200,11.2,99,0.436,5.03,50.63131059
,20180402,2300,10.3,100,0.434,5.37,130.6944061
,20180403,0,12,98,0.433,4.48,64.49248241
,20180403,100,11,96,0.432,3.92,52.92780882
,20180403,200,11.7,94,0.433,4.57,24.77031954
,20180403,300,12,93,0.432,4.61,115.6815917
,20180403,400,12.4,91,0.432,4.18,0.768391756
,20180403,500,13.3,87,0.432,4.45,102.0313555
,20180403,600,13.8,84,0.432,5.64,69.58241744
,20180403,700,14.7,82,0.432,4.92,27.82387967
,20180403,800,15.1,82,0.431,5.89,36.37185492
,20180403,900,15.2,86,0.432,5.71,69.93331177
,20180403,1000,16.5,83,0.431,5.47,60.99832052
,20180403,1100,17,83,0.432,6.21,99.54816539
,20180403,1200,18.1,78,0.433,6.62,88.05647687
,20180403,1300,19.4,69,0.432,6.13,83.38558214
,20180403,1400,21,60,0.432,6.08,31.99366074
,20180403,1500,22,54,0.432,6.03,81.96175295
,20180403,1600,22.5,51,0.43,5.79,77.22922853
,20180403,1700,22.3,52,0.428,5.62,95.61354864
,20180403,1800,21.8,52,0.427,3.95,7.178539184
,20180403,1900,21.1,58,0.428,4.84,96.84485059
,20180403,2000,20.7,62,0.426,5.21,115.3165731
,20180403,2100,20.8,62,0.428,4.47,20.22698085
,20180403,2200,20.2,64,0.427,4.6,50.37665496
,20180403,2300,13.8,89,0.459,4.36,128.0490972
,20180404,0,13.8,94,0.468,4.88,45.44997615
,20180404,100,13.5,96,0.472,4.42,36.05279229
,20180404,200,8.9,96,0.472,4.75,107.9903946
,20180404,300,6.1,95,0.473,4.8,87.55438238
,20180404,400,5,93,0.471,5.07,98.62836055
,20180404,500,3.7,84,0.47,5.14,1.196008316
,20180404,600,2.7,80,0.471,5.55,143.542411
,20180404,700,2.7,80,0.472,6.44,99.70861077
,20180404,800,2.7,71,0.469,6.34,25.28425151
,20180404,900,3.2,66,0.469,6.2,9.757798831
,20180404,1000,3.6,65,0.468,6.91,25.16012149
,20180404,1100,4.7,58,0.467,6.02,40.61227229
,20180404,1200,5.6,56,0.467,6,97.75335316
,20180404,1300,6.5,53,0.465,6,120.0064622
,20180404,1400,7.2,50,0.462,6.63,74.46034701
,20180404,1500,7.7,48,0.461,5.82,95.30511226
,20180404,1600,7.7,45,0.458,6.17,94.57938777
,20180404,1700,7.2,45,0.455,5.42,96.28210165
,20180404,1800,5.9,49,0.454,3.47,44.50286298
,20180404,1900,4.3,55,0.454,4.61,91.1723463
,20180404,2000,3.2,57,0.454,4.5,17.15108932
,20180404,2100,2.2,60,0.454,4.34,63.09922646
,20180404,2200,1,67,0.452,4.91,139.7105308
,20180404,2300,0.4,70,0.453,4.34,48.50623505
,20180405,0,-0.7,75,0.454,4.47,56.92532655
,20180405,100,-1.3,79,0.453,5.22,14.77152326
,20180405,200,-1.8,78,0.453,4.33,39.70468217
,20180405,300,-2.1,80,0.452,2.95,92.0745512
,20180405,400,-2.4,82,0.453,4.47,6.575245933
,20180405,500,-2.3,82,0.452,4.79,99.5585962
,20180405,600,-2.3,80,0.452,6.22,102.7895533
,20180405,700,-1.4,78,0.451,6.57,100.4754368
,20180405,800,0.6,71,0.451,6.65,132.1065694
,20180405,900,2.7,61,0.451,6.36,143.8242087
,20180405,1000,4.9,51,0.451,6.75,95.32030271
,20180405,1100,7.3,38,0.449,6.54,81.27015941
,20180405,1200,9.4,33,0.447,5.93,30.07222321
,20180405,1300,10.9,29,0.444,6.43,116.7295337
,20180405,1400,12,27,0.443,6.12,77.35969788
,20180405,1500,12.9,27,0.44,6.1,34.30601097
,20180405,1600,13.3,26,0.438,5.17,105.2086521
,20180405,1700,12.7,27,0.437,5.2,81.53687151
,20180405,1800,11.9,30,0.435,4.65,144.5367597
,20180405,1900,10.4,35,0.435,4.98,10.98225047
,20180405,2000,7.7,46,0.435,4.4,70.35872612
,20180405,2100,5.7,57,0.436,4.07,24.63570682
,20180405,2200,4.6,64,0.436,3.71,46.0599136
,20180405,2300,5.4,57,0.437,5.16,120.0715799
,20180406,0,5.9,51,0.434,4.29,101.8377484
,20180406,100,5.6,52,0.435,4.55,19.99069373
,20180406,200,4.9,56,0.435,3.61,102.0571511
,20180406,300,4.9,57,0.435,3.71,35.32777576
,20180406,400,5.3,53,0.435,4.82,34.92591554
,20180406,500,5.2,54,0.434,4.1,124.709714
,20180406,600,5.8,53,0.435,5.42,62.58670321
,20180406,700,6.9,54,0.434,5.33,75.79971036
,20180406,800,9,55,0.433,5.88,138.844639
,20180406,900,8.7,72,0.435,5.84,105.0157986
,20180406,1000,8.9,75,0.435,6.55,105.8162191
,20180406,1100,10.2,79,0.434,6.61,66.30168521
,20180406,1200,12.3,74,0.435,5.36,85.53875442
,20180406,1300,11,82,0.434,6.08,89.60229494
,20180406,1400,11.6,82,0.435,5.79,145.4931678
,20180406,1500,11,81,0.436,5.5,130.2913079
,20180406,1600,9.7,89,0.435,4.2,109.2183549
,20180406,1700,8.8,94,0.435,4.7,46.06985021
,20180406,1800,8.4,97,0.449,3.4,15.23305868
,20180406,1900,8.1,98,0.465,4.83,116.8324443
,20180406,2000,8.1,99,0.469,4.64,37.17756331
,20180406,2100,8.2,100,0.471,5.19,93.93561623
,20180406,2200,8.2,100,0.471,4.28,18.71816067
,20180406,2300,8.2,100,0.468,2.91,55.60684697
,20180407,0,8.2,100,0.469,5.2,139.3362302
,20180407,100,8.2,100,0.472,4.67,6.481352883
,20180407,200,8.2,100,0.473,5.14,48.97853936
,20180407,300,6.2,100,0.472,2.86,138.1233545
,20180407,400,3.4,100,0.471,3.4,56.67799769
,20180407,500,2.7,99,0.472,3.26,67.39485947
,20180407,600,2.2,97,0.472,5.2,122.2412651
,20180407,700,1.7,97,0.473,5.72,86.40901882
,20180407,800,1,96,0.472,5.25,114.2253309
,20180407,900,0.2,97,0.473,6.05,148.3388903
,20180407,1000,0,97,0.472,5.3,114.2619316
,20180407,1100,0.2,96,0.469,6.03,122.4871593
,20180407,1200,0.4,95,0.469,5.38,87.44977267
,20180407,1300,0.5,93,0.467,5.08,12.22299939
,20180407,1400,0.4,90,0.469,5.34,123.1212744
,20180407,1500,0.3,89,0.466,5.07,60.39682994
,20180407,1600,0.3,89,0.468,5.39,141.815686
,20180407,1700,0.2,87,0.468,4.73,62.71896175
,20180407,1800,0,87,0.468,3.79,78.38416773
,20180407,1900,-0.3,87,0.469,4.43,30.56283009
,20180407,2000,-0.6,86,0.467,4.39,46.77816323
,20180407,2100,-0.9,85,0.465,4.1,61.62746237
,20180407,2200,-1.6,83,0.464,1.55,8.070850349
,20180407,2300,-2.4,87,0.462,4.65,115.9521118
,20180408,0,-2.9,90,0.464,4.99,86.15804265
,20180408,100,-3.4,92,0.461,5,74.15951819
,20180408,200,-3.6,92,0.461,4.07,36.51103801
,20180408,300,-3.6,92,0.461,4.45,93.44543731
,20180408,400,-3.4,89,0.46,4.44,57.68071691
,20180408,500,-3.3,86,0.46,4.2,90.41881252
,20180408,600,-3.7,87,0.46,6.02,88.54568797
,20180408,700,-2.5,88,0.458,6.05,98.17204009
,20180408,800,-0.7,81,0.458,5.86,143.3022083
,20180408,900,0.8,64,0.46,6.03,117.6093842
,20180408,1000,2,57,0.459,6.1,88.43571677
,20180408,1100,3.1,53,0.457,5.86,95.17151933
,20180408,1200,4.2,50,0.456,5.98,47.3315364
,20180408,1300,5,47,0.456,6.3,107.0697284
,20180408,1400,5.8,45,0.456,6.05,134.7454146
,20180408,1500,6.5,43,0.454,5.8,37.09261638
,20180408,1600,6.6,44,0.453,5.31,62.58768504
,20180408,1700,6.4,45,0.452,4.56,78.27572699
,20180408,1800,6.1,46,0.452,3.45,79.46369696
,20180408,1900,5.8,47,0.451,5.28,125.82476
,20180408,2000,5.5,50,0.451,4.56,100.4030002
,20180408,2100,5.4,51,0.449,4.76,84.172084
,20180408,2200,5,51,0.45,4.39,125.2104099
,20180408,2300,4.9,52,0.45,4.9,35.96890038
,20180409,0,4.9,52,0.448,4.79,19.33448419
,20180409,100,4.9,55,0.45,4.37,126.5122897
,20180409,200,4.9,62,0.448,4.76,45.93736415
,20180409,300,3.7,76,0.447,4.6,101.8794553
,20180409,400,2.7,89,0.449,5.07,56.85585713
,20180409,500,2.4,94,0.448,3.59,83.57735537
,20180409,600,2.4,96,0.448,5.29,118.3920735
,20180409,700,2.9,98,0.447,5.58,82.32604583
,20180409,800,5,98,0.448,6.4,25.39018514
,20180409,900,8.2,87,0.448,5.59,65.86687188
,20180409,1000,9.2,63,0.448,6.29,15.08543331
,20180409,1100,9.7,59,0.447,5.96,42.13174477
,20180409,1200,9.4,57,0.448,5.97,74.82008068
,20180409,1300,10.6,54,0.444,5.95,87.30163858
,20180409,1400,12.1,49,0.442,5.91,118.8652215
,20180409,1500,12.9,46,0.441,6.53,8.18774781
,20180409,1600,12.7,45,0.439,6.45,61.25911665
,20180409,1700,12.4,45,0.437,5.25,97.61543055
,20180409,1800,11.2,48,0.437,4.39,131.6887468
,20180409,1900,8.6,57,0.435,3.57,121.6967476
,20180409,2000,7,64,0.436,4.23,135.5105868
,20180409,2100,6.3,64,0.435,4.69,6.549904831
,20180409,2200,5.2,68,0.436,4.52,118.9286523
,20180409,2300,4.4,71,0.438,4.68,110.8183684
,20180410,0,4.3,72,0.438,4.57,29.36092079
,20180410,100,3,75,0.437,4.92,146.3978688
,20180410,200,2.6,78,0.438,4.87,33.9985101
,20180410,300,2.5,77,0.438,4.29,16.20473677
,20180410,400,1.9,80,0.438,4.32,1.544112853
,20180410,500,0.9,84,0.441,4.58,77.89513645
,20180410,600,0.7,86,0.439,5.7,33.89715061
,20180410,700,2.2,85,0.439,6.25,90.10984647
,20180410,800,5,76,0.44,6.45,141.4681181
,20180410,900,7.8,62,0.44,6.21,63.65330949
,20180410,1000,9.1,55,0.44,6.3,99.47143121
,20180410,1100,-9999,-9999,-99,6.93,22.84787777
,20180410,1200,11.7,45,0.438,6.69,4.856482147
,20180410,1300,12.1,45,0.439,6.2,34.59393963
,20180410,1400,12.5,46,0.435,6.69,107.7979589
,20180410,1500,12.1,46,0.434,6.73,78.74557371
,20180410,1600,12.3,46,0.433,5.99,83.11548747
,20180410,1700,11.1,48,0.43,5.4,138.1607919
,20180410,1800,10.1,51,0.429,5.34,22.58172241
,20180410,1900,8.5,55,0.428,4.83,37.51767733
,20180410,2000,7.1,61,0.428,3.89,119.6886092
,20180410,2100,6.1,67,0.426,5.41,91.37724433
,20180410,2200,5.3,71,0.427,4.62,82.54595243
,20180410,2300,4.1,75,0.426,4.58,130.0811674
,20180411,0,2.4,82,0.425,4.9,107.6781008
,20180411,100,1.2,88,0.427,3.8,10.52469714
,20180411,200,1.8,88,0.427,5.12,51.44417768
,20180411,300,0.7,89,0.426,4.67,61.12706138
,20180411,400,0.8,91,0.426,4.46,7.485351958
,20180411,500,0.3,90,0.426,4.64,111.0353469
,20180411,600,-0.1,93,0.425,5.97,136.1323388
,20180411,700,2.6,88,0.425,6.21,57.45320544
,20180411,800,5,74,0.425,6.2,14.11209538
,20180411,900,7.3,60,0.425,6.36,90.48512352
,20180411,1000,9.8,50,0.425,6.6,100.871472
,20180411,1100,11.9,44,0.423,6.8,9.878532753
,20180411,1200,13.9,38,0.422,6.08,120.7809565
,20180411,1300,15.3,36,0.42,6.56,98.89254455
,20180411,1400,15.9,36,0.415,6.23,34.94689605
,20180411,1500,16.1,37,0.414,5.6,68.95974942
,20180411,1600,15.6,38,0.41,5.86,72.87946162
,20180411,1700,15.3,39,0.408,5.15,43.62750698
,20180411,1800,14.4,42,0.405,3.92,56.84275132
,20180411,1900,12.8,47,0.404,4.7,69.49017648
,20180411,2000,10.2,60,0.403,4.38,102.590523
,20180411,2100,8.4,76,0.402,5.29,6.781802791
,20180411,2200,7.8,76,0.402,4.7,44.10407499
,20180411,2300,9.1,61,0.402,2.9,62.87038525
,20180412,0,8.8,62,0.401,5.19,64.51019329
,20180412,100,8,65,0.401,4.21,25.16760281
,20180412,200,7.1,72,0.401,5.25,141.5164518
,20180412,300,7.1,70,0.4,4.48,133.4282827
,20180412,400,8.2,63,0.4,4.53,148.953263
,20180412,500,8.7,60,0.4,4.68,141.7243399
,20180412,600,9.1,58,0.398,5.68,18.03704338
,20180412,700,10.9,56,0.397,6.32,107.1559308
,20180412,800,13.8,48,0.397,6.7,18.48052906
,20180412,900,16.8,41,0.398,6.56,99.28649794
,20180412,1000,19,34,0.397,6.23,7.029416458
,20180412,1100,20.4,32,0.395,6.68,26.46101506
,20180412,1200,21.7,30,0.392,6.31,140.1575684
,20180412,1300,22.3,28,0.387,6.82,27.16292671
,20180412,1400,22.9,27,0.383,6.39,130.8091872
,20180412,1500,23.3,26,0.378,6.23,16.52013113
,20180412,1600,23.3,25,0.374,6.13,104.1879574
,20180412,1700,22.7,25,0.37,5.04,136.6479822
,20180412,1800,21.5,28,0.367,4.31,107.5268056
,20180412,1900,19.9,32,0.366,5.18,65.30820495
,20180412,2000,18.6,35,0.364,5.08,118.9938818
,20180412,2100,17.4,39,0.363,4.57,77.46829577
,20180412,2200,16.5,43,0.363,3.82,31.67934836
,20180412,2300,15.8,45,0.363,5.34,72.49281611
,20180413,0,16,44,0.362,4.11,74.20181364
,20180413,100,15.9,45,0.362,4.36,109.7770808
,20180413,200,15.4,47,0.361,4.56,37.61207594
,20180413,300,14.6,50,0.362,4.64,63.35512337
,20180413,400,14.6,53,0.361,4.71,27.58650836
,20180413,500,14.2,63,0.361,5.22,41.11964523
,20180413,600,13.8,68,0.361,5.49,21.88035317
,20180413,700,14.5,67,0.36,6.33,12.48499934
,20180413,800,16.3,59,0.359,6.2,79.90807966
,20180413,900,-9999,-9999,-99,6.23,57.01782344
,20180413,1000,19,48,0.357,6.39,112.5698328
,20180413,1100,20.3,42,0.355,6.8,106.8592802
,20180413,1200,21.5,41,0.352,6.61,150.2819326
,20180413,1300,22.5,38,0.349,6.79,107.8954437
,20180413,1400,23,40,0.345,6.29,2.462627367
,20180413,1500,23.2,38,0.343,6.29,65.88878769
,20180413,1600,23.2,35,0.339,6.07,118.9244417
,20180413,1700,23,33,0.335,5.08,2.872794626
,20180413,1800,22,37,0.333,5.21,20.98795398
,20180413,1900,20.8,39,0.331,5.33,17.78749446
,20180413,2000,19.5,47,0.331,4.9,34.35751116
,20180413,2100,19.6,48,0.33,4.82,26.63427166
,20180413,2200,19.3,46,0.33,4.7,0.57289474
,20180413,2300,18.5,48,0.329,4.63,68.07306866
,20180414,0,17.6,52,0.329,4.27,58.07661766
,20180414,100,17.3,54,0.329,5.35,19.15478697
,20180414,200,17.2,58,0.329,4.33,51.67462714
,20180414,300,17,62,0.329,5.2,20.20109382
,20180414,400,16.6,68,0.328,4.67,9.59281129
,20180414,500,16.2,73,0.329,5.13,30.96072602
,20180414,600,16.5,77,0.328,5.57,94.97601028
,20180414,700,17.3,77,0.328,6.04,28.66077479
,20180414,800,18.3,73,0.329,6.22,80.75472395
,20180414,900,18.8,71,0.327,5.37,53.71502613
,20180414,1000,18.5,74,0.326,6.02,14.44508492
,20180414,1100,19.1,75,0.326,5.65,65.13906155
,20180414,1200,17,89,0.326,5.87,83.95097157
,20180414,1300,16.9,99,0.347,5.52,112.3024589
,20180414,1400,15.9,99,0.395,5.13,37.66718159
,20180414,1500,14.1,98,0.443,5.51,113.6159843
,20180414,1600,14.2,98,0.45,5.33,25.25441196
,20180414,1700,14.1,99,0.452,4.85,12.25176189
,20180414,1800,14,100,0.457,4.49,141.9446099
,20180414,1900,13.9,100,0.46,5.06,115.5586595
,20180414,2000,13.9,100,0.46,4.88,18.03175755
,20180414,2100,13.9,100,0.461,4.99,110.5436103
,20180414,2200,14.1,100,0.462,2.37,102.2688255
,20180414,2300,14.3,100,0.465,4.22,128.4955957
,20180415,0,14.4,100,0.465,5.24,114.2639451
,20180415,100,14.6,100,0.467,5.08,60.93453169
,20180415,200,15.3,99,0.465,4.13,48.75752621
,20180415,300,15.5,96,0.466,4.1,10.38661539
,20180415,400,15.5,93,0.465,3.94,134.5498805
,20180415,500,15.3,92,0.465,4.57,47.56642592
,20180415,600,15.2,93,0.465,4.94,16.47128425
,20180415,700,11.2,93,0.466,4.98,55.97215393
,20180415,800,8.3,96,0.468,4.86,104.1118804
,20180415,900,8.5,97,0.468,5.43,137.4665478
,20180415,1000,8.6,98,0.47,5.85,24.50349982
,20180415,1100,8.2,98,0.469,5.55,68.55826084
,20180415,1200,7.7,97,0.47,6.11,150.2215522
,20180415,1300,7.5,96,0.47,6.41,148.5891347
,20180415,1400,8.1,89,0.468,6.07,125.1038794
,20180415,1500,7.9,79,0.468,5.47,98.77152396
,20180415,1600,6.6,74,0.469,4.46,74.97526602
,20180415,1700,5.4,76,0.467,4.77,78.36473312
,20180415,1800,4.7,78,0.467,4.57,90.37055931
,20180415,1900,4.3,78,0.468,4.44,28.31102461
,20180415,2000,3.2,86,0.468,4.83,23.69729164
,20180415,2100,2.9,92,0.468,4.36,67.52861909
,20180415,2200,2.4,94,0.467,4.65,22.10519185
,20180415,2300,2.2,95,0.467,3.51,56.60723666
,20180416,0,2.1,95,0.467,5.23,1.97351977
,20180416,100,1.6,96,0.468,4.3,67.01075996
,20180416,200,1.1,97,0.469,3.55,64.04689534
,20180416,300,0.6,98,0.469,4.24,109.3874239
,20180416,400,0.6,98,0.469,5.39,9.221021078
,20180416,500,0.1,98,0.471,4.69,115.4812111
,20180416,600,-0.3,97,0.471,5.35,115.2151066
,20180416,700,-0.7,96,0.472,6.05,47.97116519
,20180416,800,-1,96,0.47,5.46,26.29100168
,20180416,900,-1.3,93,0.47,5.7,52.25201888
,20180416,1000,-0.9,90,0.471,5.92,15.65748125
,20180416,1100,-1.1,84,0.471,5.66,128.1884887
,20180416,1200,-0.8,82,0.47,5.99,93.90532594
,20180416,1300,-0.5,78,0.471,5.23,147.2427915
,20180416,1400,-0.3,74,0.469,5.54,73.15054424
,20180416,1500,-0.3,72,0.47,5.04,43.90529219
,20180416,1600,-0.3,72,0.469,5.76,10.55247074
,20180416,1700,-0.2,73,0.468,4.85,98.72873897
,20180416,1800,0,73,0.469,5.31,45.75645548
,20180416,1900,-0.1,71,0.468,4.68,88.46236275
,20180416,2000,-0.3,73,0.468,4.81,96.8092168
,20180416,2100,-0.8,75,0.468,4.26,48.03579077
,20180416,2200,-1.2,80,0.468,4.98,112.6942388
,20180416,2300,-1.6,87,0.469,4.75,41.05933396
,20180417,0,-1.8,92,0.469,4.35,55.1875435
,20180417,100,-1.9,94,0.469,4.83,29.03067696
,20180417,200,-2.9,95,0.468,4.9,109.036757
,20180417,300,-3.2,97,0.467,5.27,98.67516305
,20180417,400,-3.2,96,0.468,4,111.420544
,20180417,500,-3.3,95,0.467,5.08,70.14176965
,20180417,600,-3.1,95,0.467,5.75,80.05661172
,20180417,700,-0.6,93,0.47,6.47,145.5010359
,20180417,800,3.5,85,0.468,6.58,23.08919432
,20180417,900,7.1,68,0.471,6.86,34.52159019
,20180417,1000,8.8,56,0.464,6.8,106.9585101
,20180417,1100,10.8,54,0.462,6.58,118.2540842
,20180417,1200,12.9,51,0.459,6.09,141.1032759
,20180417,1300,15.1,49,0.454,5.93,66.31640537
,20180417,1400,16.8,47,0.452,6.36,141.9826819
,20180417,1500,18.2,47,0.45,6.06,140.0411535
,20180417,1600,18.9,47,0.449,6.29,45.63238779
,20180417,1700,19.4,47,0.448,6,133.8431562
,20180417,1800,19,48,0.446,4.63,45.98816243
,20180417,1900,18.1,49,0.445,2.94,16.95024494
,20180417,2000,17,48,0.447,4.44,129.0840181
,20180417,2100,15.6,51,0.444,5.33,70.17465885
,20180417,2200,14.6,53,0.445,4.77,18.36893937
,20180417,2300,14.3,54,0.445,4.46,83.50646745
,20180418,0,14.4,54,0.444,4.19,132.2819212
,20180418,100,14.9,52,0.441,3.99,103.4733103
,20180418,200,16,49,0.44,5.01,95.87964036
,20180418,300,15.7,50,0.44,4.66,30.02531028
,20180418,400,15.5,51,0.44,4.3,133.9419197
,20180418,500,14.8,53,0.439,4.98,8.991422145
,20180418,600,14.5,53,0.44,5.57,149.2798411
,20180418,700,15,52,0.439,6.33,54.78468826
,20180418,800,16.9,44,0.438,6.42,41.61169968
,20180418,900,18,44,0.439,6.02,146.2204783
,20180418,1000,18.5,48,0.438,6.9,21.61618441
,20180418,1100,19.3,52,0.435,6.21,18.13073605
,20180418,1200,20.2,53,0.433,6.39,87.78924828
,20180418,1300,21.2,54,0.431,6.48,141.3897929
,20180418,1400,21.1,57,0.43,6.05,91.62857821
,20180418,1500,20.8,60,0.428,6.08,27.76901405
,20180418,1600,19.4,65,0.426,4.82,128.3129357
,20180418,1700,18.4,69,0.425,5.06,95.17644892
,20180418,1800,18,72,0.424,5.17,85.71105312
,20180418,1900,17.7,74,0.42,4.04,62.45512202
,20180418,2000,16.9,76,0.421,4.28,135.239583
,20180418,2100,16.4,77,0.42,4.1,81.43179591
,20180418,2200,16.7,75,0.42,5.27,30.74044353
,20180418,2300,16.3,80,0.42,4.5,95.11309955
,20180419,0,15.5,79,0.42,4.16,139.9372738
,20180419,100,11.1,75,0.42,4.63,139.8265533
,20180419,200,8.7,75,0.42,5.02,1.467122994
,20180419,300,6.8,73,0.418,4.71,107.0924622
,20180419,400,5.4,72,0.417,5.31,72.36909049
,20180419,500,5,70,0.415,4.9,38.82874357
,20180419,600,4.7,73,0.414,5.54,134.6536514
,20180419,700,4.2,72,0.415,5.37,75.07444658
,20180419,800,3.3,72,0.415,5.84,52.7296385
,20180419,900,3.1,71,0.415,6.42,1.375142671
,20180419,1000,3.4,66,0.415,6.11,11.07887619
,20180419,1100,4.5,62,0.413,6.3,101.7269858
,20180419,1200,6.4,58,0.411,6.43,135.5703952
,20180419,1300,7.1,57,0.411,6.15,7.066644661
,20180419,1400,7.9,54,0.409,6.4,95.43551806
,20180419,1500,8.5,52,0.408,5.99,29.41070243
,20180419,1600,8.8,52,0.406,5.79,112.2707222
,20180419,1700,8,53,0.405,6.05,85.0016323
,20180419,1800,6.3,57,0.404,5,107.7534275
,20180419,1900,4.5,63,0.403,4.25,132.5518809
,20180419,2000,3.5,68,0.401,4.52,48.52851213
,20180419,2100,2.4,73,0.402,2.74,72.78970904
,20180419,2200,1.8,76,0.401,4.18,97.73808403
,20180419,2300,1.9,76,0.4,4.35,3.078447517
,20180420,0,2.2,75,0.399,5.27,53.1184715
,20180420,100,1.8,77,0.398,5,30.05930499
,20180420,200,1.7,77,0.4,3.91,135.6022234
,20180420,300,1.6,77,0.4,3.91,80.42229138
,20180420,400,1,79,0.399,4.35,124.461106
,20180420,500,0.5,82,0.398,5.16,139.47373
,20180420,600,1.3,81,0.398,6.19,122.6355917
,20180420,700,4,72,0.397,5.94,1.001798228
,20180420,800,6.5,60,0.398,6.51,40.07850965
,20180420,900,8.5,50,0.397,6.1,34.13084631
,20180420,1000,10.3,42,0.396,6.82,147.9194572
,20180420,1100,12.1,39,0.393,6.95,123.2310344
,20180420,1200,13.6,35,0.391,6.03,119.317974
,20180420,1300,14.7,31,0.391,6.64,116.23005
,20180420,1400,15.8,30,0.389,6.15,7.645023986
,20180420,1500,16.5,26,0.387,6.56,21.08535816
,20180420,1600,16.7,24,0.387,6.42,35.69486987
,20180420,1700,16.4,24,0.386,5.84,58.75800456
,20180420,1800,15.4,25,0.385,3.91,66.94115278
,20180420,1900,11.4,41,0.383,4.27,10.22715291
,20180420,2000,9.8,47,0.385,4.67,81.00347321
,20180420,2100,9.6,40,0.383,5.02,85.49652453
,20180420,2200,8.6,41,0.384,4.89,81.25556038
,20180420,2300,7.6,48,0.384,4.69,100.1975165
,20180421,0,6.6,52,0.385,4.55,121.4984008
,20180421,100,5.9,53,0.383,4.91,112.9189655
,20180421,200,5,57,0.383,4.44,40.99946048
,20180421,300,4.2,60,0.384,3.58,71.68747051
,20180421,400,4.5,58,0.383,3.31,43.04929771
,20180421,500,3.5,62,0.382,5.32,135.3836289
,20180421,600,5.6,54,0.385,5.63,28.56855267
,20180421,700,8.6,43,0.385,5.77,17.40472044
,20180421,800,11.5,40,0.385,5.9,35.11253523
,20180421,900,14.4,38,0.384,6.23,61.30309372
,20180421,1000,16.1,35,0.383,6.2,5.468737745
,20180421,1100,17.3,34,0.381,6.04,42.49159288
,20180421,1200,18,33,0.378,6.64,62.33159706
,20180421,1300,18.6,31,0.375,6.43,18.50995473
,20180421,1400,19.2,28,0.372,6.04,22.94158677
,20180421,1500,19.5,24,0.37,5.77,115.7482208
,20180421,1600,19.6,28,0.368,6.41,40.24836016
,20180421,1700,19.2,28,0.365,5.48,62.88647949
,20180421,1800,17.8,30,0.364,4.51,123.8372362
,20180421,1900,17.1,29,0.363,4.37,121.8962644
,20180421,2000,12.8,50,0.362,4.6,79.37181849
,20180421,2100,10.4,63,0.361,5.18,95.92490692
,20180421,2200,9.8,67,0.359,4.44,146.008072
,20180421,2300,9.7,67,0.358,5.03,134.2045539
,20180422,0,12.6,52,0.356,4.99,2.215706744
,20180422,100,11.8,56,0.354,4.81,3.605925156
,20180422,200,12,57,0.355,4.18,138.4729752
,20180422,300,11.5,63,0.356,3.65,136.8654722
,20180422,400,11.9,57,0.356,4.37,133.1143762
,20180422,500,11.8,55,0.356,5.54,84.75673668
,20180422,600,12.1,56,0.357,5.55,11.90188443
,20180422,700,12.5,56,0.356,5.23,77.85972466
,20180422,800,13.1,55,0.357,5.36,68.21086078
,20180422,900,13.6,59,0.356,6,38.16234328
,20180422,1000,14.1,67,0.355,5.57,43.5494087
,20180422,1100,13.1,76,0.356,5.42,69.75785239
,20180422,1200,12.5,86,0.358,5.73,47.04439196
,20180422,1300,12.2,90,0.357,5.29,147.8329337
,20180422,1400,11.9,96,0.373,5.75,10.1412353
,20180422,1500,12.3,98,0.432,5.49,42.26882631
,20180422,1600,12.6,96,0.435,5.56,149.3246893
,20180422,1700,12.7,95,0.435,4.99,43.61760467
,20180422,1800,12.5,95,0.44,4.51,147.9673237
,20180422,1900,12.6,94,0.441,4.71,1.034048174
,20180422,2000,12.4,93,0.447,4.87,72.31238497
,20180422,2100,12.4,91,0.45,4.76,9.199829285
,20180422,2200,12.4,89,0.45,3.41,113.8379805
,20180422,2300,12.4,89,0.452,4.32,3.713335167
,20180423,0,12.4,87,0.452,4.51,94.05434424
,20180423,100,11.8,91,0.455,5.02,68.84010035
,20180423,200,11.6,93,0.455,4.83,24.44863337
